virus,avidity
DENV4/THAILAND/2000/02021/00,2.4792371179178816
DENV1/THAILAND/2001/04774/01,2.335327289224731
DENV2/THAILAND/2006/02337/06,2.3025444437108407
DENV2/THAILAND/2007/00511/07,2.1776913594982314
DENV2/THAILAND/2001/03244/01,2.0957970416731326
DENV1/THAILAND/2013/00485/13,2.0107509020804817
DENV4/THAILAND/2009/01559/09,1.9078383202172684
DENV4/THAILAND/1999/05538/99,1.8982012825665182
DENV2/THAILAND/2004/00617/04,1.8829898231373183
DENV1/THAILAND/2014/00725/14,1.8716648055240073
DENV1/THAILAND/1998/06810/98,1.8628240531764229
DENV1/THAILAND/1999/03739/99,1.8174656152461908
DENV1/THAILAND/2010/01327/10,1.8154897159821566
DENV1/THAILAND/2006/02340/06,1.804885654998158
DENV1/THAILAND/2011/01450/11,1.7952339357956943
DENV2/THAILAND/2012/01113/12,1.7878391479820024
DENV3/THAILAND/1995/00780/95,1.7877114693940663
DENV1/THAILAND/2011/01392/11,1.750839839596346
DENV1/THAILAND/2010/00792/10,1.729864337126035
DENV3/THAILAND/2010/01601/10,1.7147643596823738
DENV3/THAILAND/1995/01658/95,1.7123050423794062
DENV1/THAILAND/2010/01518/10,1.6861749893082
DENV2/THAILAND/2002/02934/02,1.6755593541819223
DENV4/THAILAND/2011/00257/11,1.6738653041091072
DENV2/THAILAND/1994/01414/94,1.6671495658519173
DENV1/THAILAND/2013/00343/13,1.645491920414135
DENV1/THAILAND/2006/01932/06,1.6350030773252582
DENV4/THAILAND/2014/00214/14,1.6334834029039738
DENV3/THAILAND/2010/01575/10,1.6248200355242892
DENV4/THAILAND/2002/01222/02,1.6227660117124028
DENV1/THAILAND/2011/00577/11,1.601463468882819
DENV2/THAILAND/2000/05855/00,1.5809063693875827
DENV4/THAILAND/2010/01270/10,1.5807428052565466
DENV1/THAILAND/2012/00829/12,1.573052670979991
DENV3/THAILAND/2006/02121/06,1.556905360872351
DENV1/THAILAND/1996/00942/96,1.5547741107016333
DENV2/THAILAND/2002/02678/02,1.5457044468034504
DENV2/THAILAND/2005/01574/05,1.5322927562542963
DENV2/THAILAND/2010/00791/10,1.5257618139925115
DENV2/THAILAND/2006/00127/06,1.52402868836218
DENV3/THAILAND/2009/01231/09,1.5171126840547338
DENV3/THAILAND/2002/00767/02,1.5030285341360938
DENV3/THAILAND/2000/02080/00,1.471180922198531
DENV4/THAILAND/2011/00251/11,1.4523144475365743
DENV4/THAILAND/2010/00249/10,1.4401604326029258
DENV4/THAILAND/2013/01012/13,1.4340143147343303
DENV2/THAILAND/2006/00444/06,1.4022893981563733
DENV3/THAILAND/2011/01278/11,1.400374989092194
DENV3/THAILAND/2011/00323/11,1.398630899024518
DENV3/THAILAND/2006/01375/06,1.3899239889846122
DENV1/THAILAND/1994/00532/94,1.388495193834191
DENV2/THAILAND/1995/00976/95,1.3771476248390897
DENV2/THAILAND/1998/06160/98,1.3507750721568368
DENV4/THAILAND/2001/05386/01,1.3459423898308247
DENV3/THAILAND/1994/00128/94,1.3456526163913236
DENV3/THAILAND/2000/02242/00,1.34498608214177
DENV2/THAILAND/1996/00024/96,1.3390592633910599
DENV4/THAILAND/2012/00637/12,1.3239262683805093
DENV1/THAILAND/2004/01420/04,1.3142882893443966
DENV2/THAILAND/2007/02071/07,1.3099858028369806
DENV1/THAILAND/2004/00088/04,1.293386059381971
DENV3/THAILAND/2006/01128/06,1.2931059623058723
DENV2/THAILAND/2012/01090/12,1.2857565501181463
DENV1/THAILAND/2011/00330/11,1.2857224276503578
DENV4/THAILAND/2008/00471/08,1.2787856513292721
DENV1/THAILAND/2012/01133/12,1.2741407408766068
DENV4/THAILAND/2010/01677/10,1.269250175030526
DENV4/THAILAND/2006/00356/06,1.2634241708964782
DENV1/THAILAND/1998/00141/98,1.246351862204397
DENV1/THAILAND/2006/01448/06,1.2397765440354767
DENV3/THAILAND/1995/00247/95,1.2337551174639834
DENV2/THAILAND/2001/03693/01,1.2333437316202558
DENV2/THAILAND/2000/05529/00,1.2274483435024959
DENV2/THAILAND/2013/00696/13,1.2260155536743087
DENV1/THAILAND/2014/00444/14,1.222762395292714
DENV2/THAILAND/2002/01050/02,1.2198419842546224
DENV3/THAILAND/2011/01035/11,1.2176015890511203
DENV1/THAILAND/2004/00975/04,1.198206613785066
DENV1/THAILAND/2007/01479/07,1.182961582068422
DENV3/THAILAND/2004/01144/04,1.181174525601923
DENV2/THAILAND/1994/00327/94,1.1773659880912926
DENV4/THAILAND/2009/01432/09,1.1763344832928517
DENV4/THAILAND/1995/00036/95,1.1745908017743827
DENV2/THAILAND/2004/00159/04,1.17442063979112
DENV4/THAILAND/2001/04134/01,1.170480591855906
DENV4/THAILAND/2010/00780/10,1.1674421124854997
DENV3/THAILAND/2000/05443/00,1.161314082341359
DENV1/THAILAND/2006/02509/06,1.1595825432329334
DENV3/THAILAND/1998/00596/98,1.1558343257418218
DENV2/THAILAND/2010/01549/10,1.1506820785578757
DENV2/THAILAND/1994/00523/94,1.1393686892048986
DENV2/THAILAND/2011/00322/11,1.1308826527418276
DENV3/THAILAND/2002/02173/02,1.1198550943152652
DENV4/THAILAND/2006/01881/06,1.112063014204014
DENV2/THAILAND/1996/01163/96,1.1097495155459052
DENV2/THAILAND/2000/05512/00,1.0973004482154904
DENV4/THAILAND/2013/00691/13,1.0814440254509343
DENV3/THAILAND/1995/01296/95,1.0797657522444384
DENV4/THAILAND/2006/02540/06,1.0769097397442153
DENV1/THAILAND/2006/00371/06,1.0739480988281633
DENV2/THAILAND/1996/02561/96,1.0620951826274159
DENV3/THAILAND/2002/00145/02,1.0606263886606955
