virus,avidity
DENV4/THAILAND/2000/02021/00,2.4525841094444734
DENV1/THAILAND/2001/04774/01,2.337169571868083
DENV2/THAILAND/2006/02337/06,2.2884152950583325
DENV2/THAILAND/2001/03244/01,2.1362911180512567
DENV2/THAILAND/2007/00511/07,2.1100889901666307
DENV1/THAILAND/2013/00485/13,2.0028057391777745
DENV4/THAILAND/1999/05538/99,1.941488535189421
DENV2/THAILAND/2004/00617/04,1.94125588868319
DENV4/THAILAND/2009/01559/09,1.910896227680237
DENV1/THAILAND/2014/00725/14,1.893639212339495
DENV1/THAILAND/2010/01327/10,1.8494735610644064
DENV1/THAILAND/1998/06810/98,1.8456007186550414
DENV1/THAILAND/2006/02340/06,1.8365548295709802
DENV3/THAILAND/1995/00780/95,1.8065226633282445
DENV1/THAILAND/1999/03739/99,1.8014982536822997
DENV2/THAILAND/2012/01113/12,1.7943783914490037
DENV1/THAILAND/2011/01450/11,1.780902152587156
DENV4/THAILAND/2011/00257/11,1.737624545313771
DENV1/THAILAND/2011/01392/11,1.7361484821187527
DENV3/THAILAND/1995/01658/95,1.7266201085049346
DENV1/THAILAND/2010/00792/10,1.7224854667211313
DENV1/THAILAND/2010/01518/10,1.6711617193205224
DENV3/THAILAND/2010/01601/10,1.6662225948223555
DENV2/THAILAND/1994/01414/94,1.665121441030655
DENV2/THAILAND/2002/02934/02,1.664756644193403
DENV4/THAILAND/2014/00214/14,1.6576243285311156
DENV1/THAILAND/2013/00343/13,1.6441837146022762
DENV1/THAILAND/2006/01932/06,1.6318220822481955
DENV1/THAILAND/2011/00577/11,1.6134826581996664
DENV4/THAILAND/2010/01270/10,1.6104193148037398
DENV4/THAILAND/2002/01222/02,1.6031013249140373
DENV2/THAILAND/2000/05855/00,1.5964911402562787
DENV2/THAILAND/2002/02678/02,1.5504320426871612
DENV2/THAILAND/2005/01574/05,1.542551381205354
DENV1/THAILAND/2012/00829/12,1.5346062478839122
DENV3/THAILAND/2010/01575/10,1.5288086437953678
DENV2/THAILAND/2010/00791/10,1.526030466001678
DENV3/THAILAND/2006/02121/06,1.5220377240237186
DENV1/THAILAND/1996/00942/96,1.508224684440489
DENV2/THAILAND/2006/00127/06,1.506793550574785
DENV3/THAILAND/2002/00767/02,1.4962035323432337
DENV4/THAILAND/2010/00249/10,1.488473736884215
DENV4/THAILAND/2011/00251/11,1.4833167592208503
DENV3/THAILAND/2000/02080/00,1.4436232335243877
DENV3/THAILAND/2009/01231/09,1.435615178322936
DENV4/THAILAND/2013/01012/13,1.4166007844014534
DENV2/THAILAND/2006/00444/06,1.4081663678674894
DENV2/THAILAND/1996/00024/96,1.4003830628800842
DENV2/THAILAND/1998/06160/98,1.3996707814704015
DENV2/THAILAND/1995/00976/95,1.3983392232284908
DENV3/THAILAND/2011/00323/11,1.3875072079386481
DENV1/THAILAND/1994/00532/94,1.3625747154655974
DENV3/THAILAND/2011/01278/11,1.3602318044627784
DENV3/THAILAND/2006/01375/06,1.3586811686242208
DENV3/THAILAND/2000/02242/00,1.3537025319951383
DENV4/THAILAND/2001/05386/01,1.3530729433952966
DENV4/THAILAND/2010/01677/10,1.3507042203354063
DENV4/THAILAND/2012/00637/12,1.3493421102070713
DENV1/THAILAND/2012/01133/12,1.3306067144732083
DENV1/THAILAND/2004/00088/04,1.298889346679626
DENV3/THAILAND/1994/00128/94,1.2950152193299527
DENV3/THAILAND/1995/00247/95,1.2871785695217381
DENV1/THAILAND/2004/01420/04,1.284850863028256
DENV2/THAILAND/2007/02071/07,1.2847767878650367
DENV1/THAILAND/2011/00330/11,1.2826208676355346
