virus,avidity
DENV4/THAILAND/2000/02021/00,2.4719998186047447
DENV1/THAILAND/2001/04774/01,2.345310274144155
DENV2/THAILAND/2006/02337/06,2.286663396994788
DENV2/THAILAND/2001/03244/01,2.139532504918741
DENV2/THAILAND/2007/00511/07,2.1061959750054022
DENV1/THAILAND/2013/00485/13,2.010784708468349
DENV4/THAILAND/1999/05538/99,1.9551549743377148
DENV4/THAILAND/2009/01559/09,1.9478675015807483
DENV2/THAILAND/2004/00617/04,1.9373939672975333
DENV1/THAILAND/2014/00725/14,1.8877724181457498
DENV1/THAILAND/1998/06810/98,1.8656477473259065
DENV1/THAILAND/2010/01327/10,1.8316040646537535
DENV1/THAILAND/1999/03739/99,1.8130784707599497
DENV1/THAILAND/2006/02340/06,1.8100680921513301
DENV2/THAILAND/2012/01113/12,1.7949860544400102
DENV3/THAILAND/1995/00780/95,1.7915780862427693
DENV1/THAILAND/2011/01450/11,1.7643539580165282
DENV1/THAILAND/2011/01392/11,1.7308830824979102
DENV1/THAILAND/2010/00792/10,1.7219845685226465
DENV3/THAILAND/1995/01658/95,1.7110306541383367
DENV4/THAILAND/2011/00257/11,1.698675800097228
DENV3/THAILAND/2010/01601/10,1.6946921239498403
DENV2/THAILAND/1994/01414/94,1.677660872150406
DENV1/THAILAND/2006/01932/06,1.675410572659316
DENV4/THAILAND/2014/00214/14,1.6580490824543006
DENV4/THAILAND/2002/01222/02,1.6565639216141084
DENV1/THAILAND/2013/00343/13,1.6528414856505989
DENV1/THAILAND/2010/01518/10,1.6458350031550963
DENV2/THAILAND/2002/02934/02,1.6420897990408547
DENV4/THAILAND/2010/01270/10,1.6301291828571467
DENV1/THAILAND/2012/00829/12,1.5958333091341974
DENV2/THAILAND/2000/05855/00,1.5794611189156234
DENV1/THAILAND/2011/00577/11,1.5780835105587399
DENV3/THAILAND/2010/01575/10,1.5772651500761887
DENV2/THAILAND/2002/02678/02,1.5579233869131917
DENV3/THAILAND/2009/01231/09,1.5533320625012799
DENV2/THAILAND/2005/01574/05,1.5471437334158438
DENV3/THAILAND/2006/02121/06,1.5237011615821843
DENV3/THAILAND/2002/00767/02,1.5087853299077159
DENV2/THAILAND/2006/00127/06,1.5020804877626637
DENV2/THAILAND/2010/00791/10,1.5012859153551603
DENV1/THAILAND/1996/00942/96,1.479221301616747
DENV4/THAILAND/2010/00249/10,1.4765883617146365
DENV4/THAILAND/2011/00251/11,1.4668771776768672
DENV4/THAILAND/2013/01012/13,1.4463165897530803
DENV2/THAILAND/1998/06160/98,1.4301461814911431
DENV2/THAILAND/1995/00976/95,1.4232173783206827
DENV2/THAILAND/2006/00444/06,1.4176030159059292
DENV3/THAILAND/2000/02080/00,1.4130248699858363
DENV3/THAILAND/2011/00323/11,1.4119347697265061
DENV1/THAILAND/1994/00532/94,1.40799835559125
DENV3/THAILAND/2011/01278/11,1.4060631457814121
DENV4/THAILAND/2001/05386/01,1.3927566787682355
DENV3/THAILAND/2006/01375/06,1.3730723907254592
DENV3/THAILAND/2006/01128/06,1.3488040635487022
DENV4/THAILAND/2012/00637/12,1.3421645683788221
DENV2/THAILAND/1996/00024/96,1.3351192759574504
DENV3/THAILAND/1994/00128/94,1.3200709628789964
DENV3/THAILAND/2000/02242/00,1.316254210724712
DENV2/THAILAND/2007/02071/07,1.304732695481315
DENV1/THAILAND/2004/00088/04,1.3041979618909432
DENV1/THAILAND/2012/01133/12,1.2993791971515545
DENV1/THAILAND/2004/01420/04,1.295590298309177
