virus,avidity
DENV4/THAILAND/2000/02021/00,2.431811508263544
DENV1/THAILAND/2001/04774/01,2.3497025062924313
DENV2/THAILAND/2006/02337/06,2.2925698104717656
DENV2/THAILAND/2001/03244/01,2.152584577881574
DENV2/THAILAND/2007/00511/07,2.133927791287329
DENV1/THAILAND/2013/00485/13,2.0105378101365603
DENV4/THAILAND/1999/05538/99,1.951289599387781
DENV4/THAILAND/2009/01559/09,1.9430962542826307
DENV2/THAILAND/2004/00617/04,1.9310444897302028
DENV1/THAILAND/2014/00725/14,1.9077176356392227
DENV1/THAILAND/1998/06810/98,1.870809095849721
DENV1/THAILAND/2010/01327/10,1.8267706433648374
DENV1/THAILAND/2006/02340/06,1.8220679527385113
DENV1/THAILAND/2011/01450/11,1.804946538862366
DENV3/THAILAND/1995/00780/95,1.7820756013640915
DENV1/THAILAND/1999/03739/99,1.780265569908341
DENV1/THAILAND/2011/01392/11,1.7677500547599292
DENV3/THAILAND/1995/01658/95,1.7582391985415111
DENV2/THAILAND/2012/01113/12,1.7477810086651009
DENV1/THAILAND/2010/00792/10,1.7344518393628026
DENV3/THAILAND/2010/01601/10,1.695367951143483
DENV4/THAILAND/2011/00257/11,1.6910739913597945
DENV2/THAILAND/2002/02934/02,1.6850144537894187
DENV1/THAILAND/2006/01932/06,1.6770530840418625
DENV3/THAILAND/2010/01575/10,1.6712841815097779
DENV1/THAILAND/2013/00343/13,1.6636658066296306
DENV2/THAILAND/1994/01414/94,1.643846188545994
DENV1/THAILAND/2010/01518/10,1.6380858839446273
DENV4/THAILAND/2014/00214/14,1.6368685606759292
DENV4/THAILAND/2002/01222/02,1.6253077605307145
DENV4/THAILAND/2010/01270/10,1.6198417615265341
DENV1/THAILAND/2012/00829/12,1.5814680614775178
DENV2/THAILAND/2000/05855/00,1.5725286642794365
DENV1/THAILAND/2011/00577/11,1.5716599701678664
DENV3/THAILAND/2006/02121/06,1.5697894800082122
DENV3/THAILAND/2002/00767/02,1.5472588449413973
DENV2/THAILAND/2002/02678/02,1.5385628182655544
DENV2/THAILAND/2005/01574/05,1.5331412807469575
DENV2/THAILAND/2010/00791/10,1.5135902908385606
DENV3/THAILAND/2009/01231/09,1.501079271792283
DENV1/THAILAND/1996/00942/96,1.4977589972247933
DENV4/THAILAND/2010/00249/10,1.486325008678245
DENV2/THAILAND/2006/00127/06,1.4842819633816848
DENV3/THAILAND/2000/02080/00,1.4772971145334228
DENV4/THAILAND/2011/00251/11,1.4663985238277597
DENV3/THAILAND/2011/01278/11,1.4519951041157964
DENV4/THAILAND/2013/01012/13,1.4492389707510211
DENV2/THAILAND/2006/00444/06,1.4366996199042799
DENV2/THAILAND/1998/06160/98,1.423781607297457
DENV3/THAILAND/2011/00323/11,1.4104425944964751
DENV4/THAILAND/2001/05386/01,1.3808286299079282
DENV2/THAILAND/1995/00976/95,1.376513077321107
DENV1/THAILAND/1994/00532/94,1.3681642503332183
DENV3/THAILAND/2000/02242/00,1.3652771562385844
DENV3/THAILAND/2006/01375/06,1.3607331723105307
DENV4/THAILAND/2012/00637/12,1.3532672727905803
DENV2/THAILAND/1996/00024/96,1.3404072098369368
DENV2/THAILAND/2007/02071/07,1.3242606651335431
DENV1/THAILAND/2004/00088/04,1.3218832489793786
DENV4/THAILAND/2010/01677/10,1.3176286458793527
DENV3/THAILAND/2006/01128/06,1.3152072008237128
DENV1/THAILAND/2004/01420/04,1.3015265496390531
DENV4/THAILAND/2008/00471/08,1.3010717736824784
DENV3/THAILAND/1994/00128/94,1.3005877640509367
DENV1/THAILAND/2012/01133/12,1.299701341101468
DENV1/THAILAND/2011/00330/11,1.2960205760148187
DENV2/THAILAND/2001/03693/01,1.2721080314350812
DENV4/THAILAND/2006/00356/06,1.2563670896644799
DENV3/THAILAND/1995/00247/95,1.2559151086501066
DENV2/THAILAND/2000/05529/00,1.248013573611003
DENV1/THAILAND/2014/00444/14,1.22995250271682
DENV1/THAILAND/2004/00975/04,1.228548882926529
DENV1/THAILAND/2006/01448/06,1.225463055909362
DENV2/THAILAND/2002/01050/02,1.2239878442565555
DENV1/THAILAND/1998/00141/98,1.2229138431304738
DENV2/THAILAND/2012/01090/12,1.2170739001732764
DENV3/THAILAND/2011/01035/11,1.2119646593839932
DENV1/THAILAND/2007/01479/07,1.210159293121612
DENV4/THAILAND/1995/00036/95,1.206446893336404
DENV2/THAILAND/2013/00696/13,1.2031036139837121
DENV3/THAILAND/2004/01144/04,1.1911269971357912
DENV4/THAILAND/2009/01432/09,1.187632704899561
DENV4/THAILAND/2001/04134/01,1.178690059323181
DENV2/THAILAND/2004/00159/04,1.159190818101624
DENV1/THAILAND/2006/02509/06,1.1563132654628905
DENV3/THAILAND/2002/02173/02,1.1554860158921403
DENV2/THAILAND/2011/00322/11,1.153806602739054
DENV3/THAILAND/2000/05443/00,1.1531672619680418
DENV4/THAILAND/2006/01881/06,1.1503242505998128
DENV2/THAILAND/1994/00327/94,1.1395227606770748
DENV2/THAILAND/1994/00523/94,1.1366088043239344
DENV4/THAILAND/2010/00780/10,1.1344184946586087
DENV2/THAILAND/2010/01549/10,1.1326900443887513
DENV3/THAILAND/2001/03291/01,1.1102999779660794
DENV3/THAILAND/1998/00596/98,1.1057906279391518
DENV1/THAILAND/2006/00371/06,1.1050747902119757
DENV4/THAILAND/2013/00691/13,1.096059545154954
DENV4/THAILAND/2006/02540/06,1.0947886710561534
DENV2/THAILAND/1996/02561/96,1.0933642119975786
DENV2/THAILAND/1996/01163/96,1.0848232568235545
DENV2/THAILAND/2005/01495/05,1.0833967351273086
DENV2/THAILAND/2000/05512/00,1.0802612358908312
DENV3/THAILAND/2002/00145/02,1.0722937060029984
DENV1/THAILAND/2006/00113/06,1.0584837017078927
DENV4/THAILAND/2007/02392/07,1.0531477799429239
DENV3/THAILAND/2001/06503/01,1.0495303025514438
DENV4/THAILAND/2007/00504/07,1.0489241586362688
DENV4/THAILAND/2007/01991/07,1.047229987049125
DENV3/THAILAND/2002/00104/02,1.0297131586588941
DENV1/THAILAND/1995/00410/95,1.0258131791028122
DENV4/THAILAND/2007/01101/07,1.0242716047003397
DENV2/THAILAND/1995/00775/95,1.0219989256959883
DENV3/THAILAND/2006/02784/06,1.0210365922415032
DENV4/THAILAND/2012/01104/12,1.014256493433804
DENV1/THAILAND/2005/00743/05,1.0102993117839276
DENV3/THAILAND/1995/01296/95,1.0076099990375664
DENV1/THAILAND/1997/02080/97,1.0022793353562358
DENV2/THAILAND/2000/01754/00,0.995381230878796
DENV2/THAILAND/1998/00309/98,0.9931243093125098
DENV1/THAILAND/2014/00485/14,0.980536023252192
DENV1/THAILAND/1997/02588/97,0.970988514831846
DENV3/THAILAND/2000/05499/00,0.9666854931693725
DENV1/THAILAND/2006/02193/06,0.966310186817254
DENV1/THAILAND/2013/00297/13,0.9579208150663222
DENV3/THAILAND/2001/00984/01,0.9491625926023255
DENV2/THAILAND/2013/00058/13,0.9490987509199758
DENV2/THAILAND/2014/00740/14,0.9469616868186503
DENV3/THAILAND/1994/01311/94,0.9240988666127555
DENV2/THAILAND/1995/01800/95,0.9109751327763403
DENV1/THAILAND/2005/01040/05,0.9016272248059461
DENV2/THAILAND/1998/04648/98,0.8959021170865106
DENV1/THAILAND/2006/01170/06,0.8877591382441842
DENV3/THAILAND/2012/00608/12,0.8845614320528918
DENV3/THAILAND/1998/04331/98,0.8748338826765379
DENV2/THAILAND/2002/00060/02,0.8742238337615618
DENV2/THAILAND/2000/06013/00,0.8676985482888965
DENV3/THAILAND/2014/00739/14,0.8438900616102841
DENV4/THAILAND/2001/04094/01,0.8413631826853658
DENV4/THAILAND/1999/04390/99,0.833493189705814
DENV3/THAILAND/2009/00702/09,0.8266697199790185
DENV4/THAILAND/2007/01840/07,0.8210872117610647
DENV3/THAILAND/2013/00695/13,0.80764346619355
DENV1/THAILAND/2014/00554/14,0.806016550644598
DENV3/THAILAND/2012/00817/12,0.8004343641950707
DENV2/THAILAND/2010/01066/10,0.7984035038204996
DENV3/THAILAND/1994/00255/94,0.7949781267543209
DENV3/THAILAND/2005/00806/05,0.7895314146152059
DENV4/THAILAND/2010/01513/10,0.7886463119584227
DENV4/THAILAND/2012/00112/12,0.7882313487863841
DENV4/THAILAND/1996/01129/96,0.7727501782859566
DENV1/THAILAND/2006/02050/06,0.7726543220507657
DENV3/THAILAND/2000/05815/00,0.7709811580831856
DENV2/THAILAND/2000/00342/00,0.7692381074495079
DENV1/THAILAND/2004/00758/04,0.764539321851354
DENV3/THAILAND/2008/01398/08,0.7619885414430984
DENV3/THAILAND/2013/00693/13,0.7592421497198374
DENV2/THAILAND/1994/00126/94,0.7492285600942059
DENV1/THAILAND/2012/00777/12,0.7464355153634252
DENV1/THAILAND/1994/00817/94,0.7460267066949863
DENV3/THAILAND/1996/01528/96,0.7449804032007352
DENV2/THAILAND/2014/00016/14,0.7383279809740965
DENV4/THAILAND/1994/00329/94,0.7331296059905812
DENV4/THAILAND/2011/00477/11,0.7225340908372219
DENV4/THAILAND/2010/00283/10,0.7207217822581676
DENV4/THAILAND/2007/00694/07,0.7148045710525082
DENV1/THAILAND/2000/05580/00,0.7135764189852445
DENV3/THAILAND/2010/00075/10,0.7122312198703329
DENV2/THAILAND/2012/00258/12,0.6996320685860649
