virus,avidity
DENV4/THAILAND/2000/02021/00,2.4583588288861806
DENV1/THAILAND/2001/04774/01,2.3997479318176307
DENV2/THAILAND/2006/02337/06,2.3053570578232088
DENV2/THAILAND/2007/00511/07,2.1430922933704455
DENV2/THAILAND/2001/03244/01,2.1176651311193835
DENV1/THAILAND/2013/00485/13,2.0259289144688113
DENV4/THAILAND/1999/05538/99,1.9701643645588698
DENV2/THAILAND/2004/00617/04,1.93974018399941
DENV4/THAILAND/2009/01559/09,1.939073393062082
DENV1/THAILAND/1998/06810/98,1.8743120642749336
DENV1/THAILAND/2014/00725/14,1.8697239872174534
DENV1/THAILAND/2010/01327/10,1.8411514861243827
DENV1/THAILAND/2011/01450/11,1.8076054248711766
DENV1/THAILAND/2006/02340/06,1.802693299383218
DENV3/THAILAND/1995/00780/95,1.795664611022316
DENV1/THAILAND/1999/03739/99,1.7772845404485351
DENV2/THAILAND/2012/01113/12,1.7617132848354444
DENV1/THAILAND/2011/01392/11,1.7308054747594104
DENV4/THAILAND/2011/00257/11,1.727903546906424
DENV3/THAILAND/2010/01601/10,1.7244758342492195
DENV3/THAILAND/1995/01658/95,1.6982658182919685
DENV1/THAILAND/2010/00792/10,1.6952387493095669
DENV1/THAILAND/2006/01932/06,1.6793471888492075
DENV2/THAILAND/1994/01414/94,1.6744893035512352
DENV2/THAILAND/2002/02934/02,1.6661780810991336
DENV1/THAILAND/2010/01518/10,1.6642428187797909
DENV1/THAILAND/2013/00343/13,1.6552356859699273
DENV4/THAILAND/2014/00214/14,1.650247220520766
DENV4/THAILAND/2010/01270/10,1.6325875368506033
DENV4/THAILAND/2002/01222/02,1.628813948927025
DENV3/THAILAND/2010/01575/10,1.6024514563216106
DENV2/THAILAND/2000/05855/00,1.5922123596717725
DENV1/THAILAND/2012/00829/12,1.5875940536218063
DENV1/THAILAND/2011/00577/11,1.5812556871288659
DENV3/THAILAND/2006/02121/06,1.5782143033623233
DENV2/THAILAND/2006/00127/06,1.5390379676065467
DENV2/THAILAND/2010/00791/10,1.535461152138524
DENV2/THAILAND/2002/02678/02,1.5289729137645247
DENV2/THAILAND/2005/01574/05,1.5278691427311624
DENV3/THAILAND/2002/00767/02,1.512992688540921
DENV4/THAILAND/2011/00251/11,1.506306454233995
DENV1/THAILAND/1996/00942/96,1.5046413783506596
DENV3/THAILAND/2009/01231/09,1.504007720842071
DENV4/THAILAND/2013/01012/13,1.4942395716343728
DENV4/THAILAND/2010/00249/10,1.4885685085855027
DENV3/THAILAND/2000/02080/00,1.4584773952075165
DENV3/THAILAND/2011/01278/11,1.4221685126263905
DENV2/THAILAND/1998/06160/98,1.4086280004246285
DENV2/THAILAND/2006/00444/06,1.40178856484193
DENV3/THAILAND/2006/01375/06,1.3936200346581895
DENV3/THAILAND/2011/00323/11,1.391697700874364
DENV2/THAILAND/1995/00976/95,1.389232984447157
DENV2/THAILAND/1996/00024/96,1.3837590411384442
DENV4/THAILAND/2012/00637/12,1.3769280196251803
DENV1/THAILAND/1994/00532/94,1.3759821866817479
DENV4/THAILAND/2010/01677/10,1.3538096649645432
DENV4/THAILAND/2001/05386/01,1.3488644717505895
DENV3/THAILAND/2000/02242/00,1.3360478456997342
DENV3/THAILAND/1994/00128/94,1.3325155912348174
DENV1/THAILAND/2012/01133/12,1.3090989858590745
DENV1/THAILAND/2004/01420/04,1.3055023110594903
DENV3/THAILAND/2006/01128/06,1.2885641911001104
DENV2/THAILAND/2007/02071/07,1.2856911683309524
DENV1/THAILAND/2004/00088/04,1.2827701488888434
DENV1/THAILAND/2011/00330/11,1.2792200368244178
DENV3/THAILAND/1995/00247/95,1.2754297361737184
DENV4/THAILAND/2008/00471/08,1.273997821183191
DENV4/THAILAND/2006/00356/06,1.262382952211451
DENV1/THAILAND/2014/00444/14,1.2615513534615914
DENV2/THAILAND/2000/05529/00,1.2582502444386112
DENV3/THAILAND/2011/01035/11,1.233239720088962
DENV1/THAILAND/2004/00975/04,1.2330501100539952
DENV1/THAILAND/1998/00141/98,1.2267433814859263
DENV2/THAILAND/2001/03693/01,1.2225777889564597
DENV1/THAILAND/2006/01448/06,1.216392326622297
DENV2/THAILAND/2002/01050/02,1.2028252603502205
DENV4/THAILAND/2001/04134/01,1.195750774585045
DENV2/THAILAND/2013/00696/13,1.1934813074315394
DENV1/THAILAND/2007/01479/07,1.1862191547922942
DENV2/THAILAND/2012/01090/12,1.1840316295631956
DENV4/THAILAND/2010/00780/10,1.1817125072611148
DENV3/THAILAND/2004/01144/04,1.1795674285924156
DENV4/THAILAND/2006/01881/06,1.1703256976231036
DENV2/THAILAND/2004/00159/04,1.165115642092444
DENV4/THAILAND/2009/01432/09,1.1530668851067924
DENV1/THAILAND/2006/02509/06,1.1501284794479278
DENV4/THAILAND/1995/00036/95,1.144696311739838
DENV4/THAILAND/2013/00691/13,1.143346115421227
DENV2/THAILAND/2010/01549/10,1.1312389666848355
DENV2/THAILAND/1994/00327/94,1.1221186384963862
DENV2/THAILAND/2011/00322/11,1.121606318020886
DENV3/THAILAND/1998/00596/98,1.1178229021655006
DENV3/THAILAND/2000/05443/00,1.1165034121539863
DENV2/THAILAND/1994/00523/94,1.115451696107224
DENV3/THAILAND/2002/02173/02,1.1093585652688942
DENV2/THAILAND/1996/01163/96,1.082823732951614
DENV2/THAILAND/1996/02561/96,1.0801184236719152
DENV3/THAILAND/2002/00145/02,1.0793853058960887
DENV4/THAILAND/2007/01101/07,1.0691170024835541
DENV2/THAILAND/2000/05512/00,1.065342158507683
DENV4/THAILAND/2006/02540/06,1.0613935033972264
DENV1/THAILAND/2006/00371/06,1.059723695164845
DENV3/THAILAND/2001/03291/01,1.0437411225838569
DENV4/THAILAND/2007/00504/07,1.043449380477904
DENV1/THAILAND/2006/00113/06,1.0354375208287554
DENV4/THAILAND/2007/02392/07,1.0341042639396698
DENV4/THAILAND/2007/01991/07,1.032130017048252
DENV3/THAILAND/2001/06503/01,1.028942679017594
DENV1/THAILAND/2005/00743/05,1.025365961144462
DENV2/THAILAND/1995/00775/95,1.0245441698151687
