virus,avidity
DENV4/THAILAND/2000/02021/00,2.4699482032705458
DENV1/THAILAND/2001/04774/01,2.3550224477375874
DENV2/THAILAND/2006/02337/06,2.285933511397394
DENV2/THAILAND/2007/00511/07,2.1300147301920136
DENV2/THAILAND/2001/03244/01,2.122226412967944
DENV1/THAILAND/2013/00485/13,1.980063527725331
DENV4/THAILAND/2009/01559/09,1.956395061681488
DENV4/THAILAND/1999/05538/99,1.952184104724443
DENV2/THAILAND/2004/00617/04,1.8805104916557212
DENV1/THAILAND/1998/06810/98,1.870748317125255
DENV1/THAILAND/2014/00725/14,1.8600920933667628
DENV1/THAILAND/2010/01327/10,1.823956526065827
DENV1/THAILAND/2006/02340/06,1.82185233083819
DENV2/THAILAND/2012/01113/12,1.8116335611379688
DENV1/THAILAND/1999/03739/99,1.7938510562162135
DENV1/THAILAND/2011/01450/11,1.7897380547397954
DENV3/THAILAND/1995/00780/95,1.778841895879366
DENV1/THAILAND/2010/00792/10,1.7522261063160627
DENV1/THAILAND/2011/01392/11,1.730850118168402
DENV3/THAILAND/1995/01658/95,1.7148764144461353
DENV4/THAILAND/2011/00257/11,1.7046050115205957
DENV2/THAILAND/2002/02934/02,1.6852216331726493
DENV3/THAILAND/2010/01601/10,1.6682749122153033
DENV1/THAILAND/2013/00343/13,1.6659552083527933
DENV2/THAILAND/1994/01414/94,1.6579823560648277
DENV1/THAILAND/2010/01518/10,1.6405548426475862
DENV1/THAILAND/2006/01932/06,1.6394443257366278
DENV4/THAILAND/2002/01222/02,1.6381112308150958
DENV4/THAILAND/2014/00214/14,1.6347656590558968
DENV3/THAILAND/2010/01575/10,1.6340061885896615
DENV4/THAILAND/2010/01270/10,1.6159555157943792
DENV1/THAILAND/2011/00577/11,1.6087725526181198
DENV1/THAILAND/2012/00829/12,1.555137307826631
DENV2/THAILAND/2010/00791/10,1.5479445824842197
DENV2/THAILAND/2000/05855/00,1.5418804348592001
DENV3/THAILAND/2006/02121/06,1.5377299620165612
DENV2/THAILAND/2002/02678/02,1.5354430964402752
DENV3/THAILAND/2009/01231/09,1.5311405057687364
DENV1/THAILAND/1996/00942/96,1.5241985391446085
DENV3/THAILAND/2002/00767/02,1.5174810346070304
DENV2/THAILAND/2005/01574/05,1.5162245045817593
DENV4/THAILAND/2013/01012/13,1.4853334245049559
DENV4/THAILAND/2010/00249/10,1.469111976238195
DENV4/THAILAND/2011/00251/11,1.4563870494732172
DENV3/THAILAND/2000/02080/00,1.4476773798823896
DENV2/THAILAND/2006/00127/06,1.4458215575358377
DENV2/THAILAND/2006/00444/06,1.4195168213796008
DENV3/THAILAND/2006/01375/06,1.409087732827106
DENV3/THAILAND/2011/00323/11,1.4087431192062632
DENV2/THAILAND/1998/06160/98,1.406549926614713
DENV3/THAILAND/2011/01278/11,1.3988725972671954
DENV2/THAILAND/1995/00976/95,1.3822229537553024
DENV1/THAILAND/1994/00532/94,1.3818765274241445
DENV3/THAILAND/2000/02242/00,1.361724246013605
DENV4/THAILAND/2012/00637/12,1.3454807956985912
DENV4/THAILAND/2001/05386/01,1.3401779902467696
DENV2/THAILAND/1996/00024/96,1.3272931891309023
DENV2/THAILAND/2007/02071/07,1.3214266897421556
DENV4/THAILAND/2010/01677/10,1.321309494055595
