serum,potency
DENV4/THAILAND/2000/02021/00,2.4359191514052605
DENV1/THAILAND/2001/04774/01,2.30254399524292
DENV2/THAILAND/2006/02337/06,2.2497553491915747
DENV2/THAILAND/2001/03244/01,2.0990994660134716
DENV2/THAILAND/2007/00511/07,2.065762702409065
DENV1/THAILAND/2013/00485/13,1.9746564658872607
DENV4/THAILAND/2009/01559/09,1.8848269535061326
DENV2/THAILAND/2004/00617/04,1.87200547260158
DENV4/THAILAND/1999/05538/99,1.8539141139577593
DENV1/THAILAND/1998/06810/98,1.8397011816090445
DENV1/THAILAND/2014/00725/14,1.8132577501432139
DENV1/THAILAND/2006/02340/06,1.8003154458924386
DENV1/THAILAND/2010/01327/10,1.7939546873531584
DENV2/THAILAND/2012/01113/12,1.7853837380284507
DENV1/THAILAND/2011/01450/11,1.7803067281875862
DENV1/THAILAND/1999/03739/99,1.7788559415221725
DENV1/THAILAND/2011/01392/11,1.69960942570785
DENV4/THAILAND/2011/00257/11,1.690655000115492
DENV4/THAILAND/2014/00214/14,1.688957258002442
DENV1/THAILAND/2010/01518/10,1.6865468616118875
DENV1/THAILAND/2010/00792/10,1.6776886029460043
DENV3/THAILAND/1995/00780/95,1.6560548059383207
DENV1/THAILAND/2006/01932/06,1.6459484244487566
DENV2/THAILAND/1994/01414/94,1.633942319356238
DENV1/THAILAND/2013/00343/13,1.6332776160069162
DENV2/THAILAND/2002/02934/02,1.6202529656754878
DENV1/THAILAND/2011/00577/11,1.603891248166209
DENV4/THAILAND/2002/01222/02,1.5967539054787638
DENV2/THAILAND/2000/05855/00,1.584236810973717
DENV1/THAILAND/2012/00829/12,1.575594369026701
DENV3/THAILAND/1995/01658/95,1.5600794046108135
DENV1/THAILAND/1996/00942/96,1.5428713699762575
DENV4/THAILAND/2011/00251/11,1.5143176229983728
DENV2/THAILAND/2010/00791/10,1.5119316842291026
DENV4/THAILAND/2010/01270/10,1.5017791856069846
DENV2/THAILAND/2005/01574/05,1.500891399006659
DENV2/THAILAND/2002/02678/02,1.4984990297088585
DENV3/THAILAND/2010/01601/10,1.4901716880920997
DENV2/THAILAND/2006/00127/06,1.4832009939045114
DENV4/THAILAND/2013/01012/13,1.4618451792456688
DENV3/THAILAND/2006/02121/06,1.4613631898374746
DENV3/THAILAND/2010/01575/10,1.4403605026597215
DENV2/THAILAND/1998/06160/98,1.420806381530461
DENV3/THAILAND/2000/02080/00,1.4102483004705606
DENV3/THAILAND/2011/00323/11,1.3876946342063121
DENV3/THAILAND/2002/00767/02,1.3869600071706558
DENV2/THAILAND/1995/00976/95,1.3713340160592398
DENV3/THAILAND/2006/01375/06,1.365774904714737
DENV4/THAILAND/2012/00637/12,1.3587143737437641
DENV2/THAILAND/2006/00444/06,1.3566272801854742
DENV4/THAILAND/2010/00249/10,1.3536364275681592
DENV2/THAILAND/1996/00024/96,1.3313444460527395
DENV4/THAILAND/2010/01677/10,1.3265980220477525
DENV1/THAILAND/1994/00532/94,1.3239304138217565
DENV4/THAILAND/2001/05386/01,1.3112125145846694
DENV3/THAILAND/2000/02242/00,1.295481513149326
DENV3/THAILAND/1994/00128/94,1.2802890798807547
DENV1/THAILAND/2004/00088/04,1.2781706122561547
DENV3/THAILAND/2009/01231/09,1.2743621148872093
DENV1/THAILAND/2004/01420/04,1.272727892791574
DENV1/THAILAND/2011/00330/11,1.2693527360496253
DENV1/THAILAND/2012/01133/12,1.2661891292469567
DENV2/THAILAND/2007/02071/07,1.2554269820060164
DENV1/THAILAND/2014/00444/14,1.2511507241036854
DENV2/THAILAND/2002/01050/02,1.2207971595668947
DENV2/THAILAND/2001/03693/01,1.2164338048308723
DENV2/THAILAND/2000/05529/00,1.2136032801629064
DENV3/THAILAND/2011/01278/11,1.2085311486763923
DENV1/THAILAND/2004/00975/04,1.2049006408637486
DENV1/THAILAND/2006/01448/06,1.1798328469231412
DENV2/THAILAND/2012/01090/12,1.1797603275043906
DENV1/THAILAND/1998/00141/98,1.1790561915531794
DENV4/THAILAND/2010/00780/10,1.1739417247131587
DENV2/THAILAND/2013/00696/13,1.1707548332227056
DENV4/THAILAND/2001/04134/01,1.1617854854638665
DENV4/THAILAND/2008/00471/08,1.1602323763381932
DENV4/THAILAND/2013/00691/13,1.158047457385296
DENV3/THAILAND/2011/01035/11,1.1481104769329706
DENV4/THAILAND/2006/01881/06,1.1439900510494223
DENV4/THAILAND/2006/00356/06,1.1430281624662466
DENV2/THAILAND/2010/01549/10,1.1392846934825842
DENV2/THAILAND/1994/00327/94,1.136966983186828
DENV2/THAILAND/2004/00159/04,1.1355934186520253
DENV1/THAILAND/2007/01479/07,1.130137882789891
DENV2/THAILAND/2011/00322/11,1.1267995461196136
DENV3/THAILAND/1995/00247/95,1.1196622679968273
DENV3/THAILAND/2006/01128/06,1.1155998912264815
DENV1/THAILAND/2006/02509/06,1.107588333135369
DENV2/THAILAND/1996/01163/96,1.0964216567530616
DENV2/THAILAND/1994/00523/94,1.0946008740527438
DENV2/THAILAND/1996/02561/96,1.0774697218413618
DENV4/THAILAND/2009/01432/09,1.0742271187512094
DENV2/THAILAND/2000/05512/00,1.0737931199907655
DENV4/THAILAND/1995/00036/95,1.0658770044886812
DENV3/THAILAND/1998/00596/98,1.0631503056756986
DENV1/THAILAND/2006/00371/06,1.0487629168045152
DENV2/THAILAND/2005/01495/05,1.0231208468214255
DENV3/THAILAND/2004/01144/04,1.0171941010167629
DENV3/THAILAND/2006/02784/06,1.0072591502261241
DENV3/THAILAND/2002/02173/02,1.001808838421109
DENV1/THAILAND/2006/00113/06,0.9923510174436341
DENV4/THAILAND/2007/00504/07,0.9872405160209115
DENV1/THAILAND/1997/02588/97,0.9854243645611248
DENV2/THAILAND/1995/00775/95,0.9849191929128042
DENV1/THAILAND/2005/00743/05,0.9793820867406983
DENV2/THAILAND/2000/01754/00,0.9784234961868564
DENV3/THAILAND/2000/05443/00,0.9715335786636718
DENV1/THAILAND/1995/00410/95,0.9606138920239045
DENV1/THAILAND/1997/02080/97,0.9591449925732357
DENV4/THAILAND/2006/02540/06,0.9554066950395633
DENV3/THAILAND/2002/00145/02,0.9473509858814367
DENV2/THAILAND/1998/00309/98,0.9439464205056611
DENV1/THAILAND/2014/00485/14,0.94147782798022706
DENV2/THAILAND/2014/00740/14,0.932222505111195
DENV3/THAILAND/2001/03291/01,0.9267125909362793
DENV4/THAILAND/2007/02392/07,0.9265047863912595
DENV4/THAILAND/2007/01101/07,0.9260157688968518
DENV4/THAILAND/2007/01991/07,0.9254431389119141
DENV2/THAILAND/2013/00058/13,0.9193207627540724
DENV2/THAILAND/1995/01800/95,0.9114282848451212
DENV1/THAILAND/2013/00297/13,0.9041326293652207
DENV4/THAILAND/2012/01104/12,0.8964080162713964
DENV2/THAILAND/1998/04648/98,0.89583706600216
DENV1/THAILAND/2006/02193/06,0.8897407618772083
DENV3/THAILAND/2002/00104/02,0.8781293251665996
DENV3/THAILAND/2000/05499/00,0.8679212664035123
DENV1/THAILAND/2006/01170/06,0.8597243080971908
DENV3/THAILAND/2001/06503/01,0.8578876605433042
DENV1/THAILAND/2005/01040/05,0.8544140199814132
DENV2/THAILAND/2002/00060/02,0.8510740201409482
DENV3/THAILAND/1995/01296/95,0.8233663084905349
DENV2/THAILAND/2000/06013/00,0.8183298202281284
DENV4/THAILAND/2010/01513/10,0.8174195757658711
DENV3/THAILAND/2001/00984/01,0.8124749849781004
DENV3/THAILAND/2012/00608/12,0.8045083113134391
DENV4/THAILAND/2012/00112/12,0.7900363735722777
DENV4/THAILAND/2001/04094/01,0.7894632760166187
DENV4/THAILAND/1999/04390/99,0.7888705013137046
DENV4/THAILAND/2007/01840/07,0.7852287200521882
DENV2/THAILAND/2010/01066/10,0.7845071067795106
DENV3/THAILAND/2008/01398/08,0.7616278841509018
DENV1/THAILAND/2014/00554/14,0.7568354580419011
DENV3/THAILAND/2000/05815/00,0.756194354986495
DENV3/THAILAND/1994/01311/94,0.7542006530174225
DENV3/THAILAND/2014/00739/14,0.7505212398932228
DENV3/THAILAND/2006/00018/06,0.7503209625939884
DENV4/THAILAND/1996/01129/96,0.7382307983929156
DENV4/THAILAND/2011/00477/11,0.7381400900558719
DENV2/THAILAND/1994/00126/94,0.7320540966326893
DENV1/THAILAND/2006/02050/06,0.7264567122520637
DENV2/THAILAND/2000/00342/00,0.7229729825397688
DENV1/THAILAND/2004/00758/04,0.7136418083040789
DENV3/THAILAND/2013/00695/13,0.7087962030383974
DENV2/THAILAND/1999/04177/99,0.70173748822049975
DENV3/THAILAND/1998/04331/98,0.7015861910591481
DENV4/THAILAND/1994/00329/94,0.6881242737804084
DENV1/THAILAND/2012/00777/12,0.6874657648663607
DENV2/THAILAND/2014/00016/14,0.6859198933338234
DENV2/THAILAND/2012/00258/12,0.68588771298013
DENV3/THAILAND/1996/01528/96,0.6804390460867663
DENV1/THAILAND/2002/03030/02,0.6746881378504379
DENV1/THAILAND/2000/05580/00,0.6561891214220101
DENV3/THAILAND/2009/00702/09,0.655993870523922
DENV3/THAILAND/2013/00693/13,0.6550020614855089
DENV2/THAILAND/2011/01220/11,0.6541362314028473
DENV1/THAILAND/2004/01604/04,0.6500146900044139
DENV3/THAILAND/2005/00806/05,0.6480939936451784
DENV2/THAILAND/2001/02900/01,0.6457396311707393
DENV1/THAILAND/2012/00511/12,0.6400924690095139
DENV1/THAILAND/2006/01332/06,0.6384430744439993
DENV2/THAILAND/2006/00697/06,0.6331191654612928
DENV4/THAILAND/2010/00283/10,0.6171415594660541
DENV4/THAILAND/2007/00694/07,0.6106378359268287
DENV2/THAILAND/1998/06895/98,0.6101961018221933
DENV2/THAILAND/1998/00554/98,0.6056561075259597
DENV3/THAILAND/1994/00255/94,0.6027904463390774
DENV3/THAILAND/2012/01094/12,0.6001638295221534
DENV3/THAILAND/2012/00817/12,0.6001164917624238
DENV2/THAILAND/2004/01666/04,0.5987647257839285
DENV4/THAILAND/2002/03060/02,0.5963943600708983
DENV3/THAILAND/2004/01184/04,0.5918083534670366
DENV4/THAILAND/2001/00886/01,0.5894136422099182
DENV2/THAILAND/1995/01656/95,0.5681797704660392
DENV2/THAILAND/2013/00280/13,0.5497464984764795
DENV4/THAILAND/2000/02143/00,0.5490527008283561
DENV3/THAILAND/2003/01619/03,0.5463274103952785
DENV4/THAILAND/1995/00425/95,0.5428163083954278
DENV2/THAILAND/2010/01363/10,0.5416977685649242
DENV3/THAILAND/2006/02042/06,0.5290282125175341
DENV3/THAILAND/2013/00910/13,0.5287614540485661
DENV1/THAILAND/2006/00482/06,0.526587808599132
DENV1/THAILAND/2006/01934/06,0.5244335530859928
DENV2/THAILAND/1995/00773/95,0.516451175530996
DENV4/THAILAND/2007/00119/07,0.5153778394296534
DENV4/THAILAND/2004/01544/04,0.5112106099396349
DENV4/THAILAND/1998/04634/98,0.510077047141345
DENV1/THAILAND/2000/01236/00,0.5065940737917943
DENV3/THAILAND/1994/00831/94,0.5047308390392772
DENV1/THAILAND/1995/00288/95,0.5031051825818279
DENV4/THAILAND/2006/00578/06,0.4984615459131088
DENV2/THAILAND/2006/00036/06,0.495777726084145
DENV3/THAILAND/2014/00654/14,0.4950751734146307
DENV1/THAILAND/2002/01459/02,0.4915779249685038
DENV3/THAILAND/2010/00075/10,0.49082868261790874
DENV3/THAILAND/2001/05611/01,0.4898418209291931
DENV1/THAILAND/1998/00422/98,0.48955008703292235
DENV3/THAILAND/2010/01385/10,0.48733618711148996
DENV1/THAILAND/2010/01510/10,0.48631713624372713
DENV4/THAILAND/2014/00555/14,0.48545920517108854
DENV3/THAILAND/1996/01941/96,0.48469947669214897
DENV4/THAILAND/2008/00274/08,0.4737045243365175
DENV3/THAILAND/1997/03080/97,0.4732100093462722
DENV3/THAILAND/2006/02485/06,0.47276075001451595
DENV2/THAILAND/2013/00662/13,0.4726924398430395
DENV4/THAILAND/2002/03096/02,0.47136592587985005
DENV3/THAILAND/2002/00536/02,0.4675657238731217
DENV3/THAILAND/2006/02341/06,0.4670441853932442
DENV1/THAILAND/1996/01231/96,0.4663823600748464
DENV3/THAILAND/2004/00991/04,0.46540195013573255
DENV4/THAILAND/2014/00595/14,0.46233233405432156
DENV3/THAILAND/2006/01067/06,0.4498514577434129
DENV1/THAILAND/2006/00418/06,0.44452000622496296
DENV4/THAILAND/1996/01626/96,0.44424421388890606
DENV1/THAILAND/2006/01831/06,0.43585350651852106
DENV1/THAILAND/2006/00555/06,0.4352474199425693
DENV3/THAILAND/2005/01491/05,0.4339634934354707
DENV4/THAILAND/2006/00189/06,0.4319675018890876
DENV3/THAILAND/2004/01393/04,0.41904121997558147
DENV4/THAILAND/2004/01369/04,0.4162095483576677
DENV1/THAILAND/1999/00380/99,0.41489128700421063
DENV3/THAILAND/1998/02434/98,0.4140641646064674
DENV4/THAILAND/2013/00801/13,0.4050224679295532
DENV4/THAILAND/2003/02207/03,0.4023372448430454
DENV2/THAILAND/2011/00220/11,0.4017641956211356
DENV3/THAILAND/2001/04045/01,0.394111763031655
DENV4/THAILAND/2008/02023/08,0.39380452095524476
DENV1/THAILAND/2006/00369/06,0.3877127460551065
DENV4/THAILAND/1994/00615/94,0.3860550522933623
DENV1/THAILAND/2000/02059/00,0.37898725721631404
DENV3/THAILAND/1996/00833/96,0.37785210656989554
DENV1/THAILAND/1999/00692/99,0.3775233346898559
DENV4/THAILAND/2014/00615/14,0.37480606996682586
DENV1/THAILAND/2005/00744/05,0.37422488292313255
DENV4/THAILAND/2006/02190/06,0.373645472255063
DENV3/THAILAND/2002/03135/02,0.3661389016149766
DENV4/THAILAND/2004/00965/04,0.3652832163151761
DENV3/THAILAND/2001/00152/01,0.35820335459214253
