serum,potency
DENV4/THAILAND/2000/02021/00,2.439018503548989
DENV1/THAILAND/2001/04774/01,2.3322220919001517
DENV2/THAILAND/2006/02337/06,2.2386415310156877
DENV2/THAILAND/2007/00511/07,2.09883886087786
DENV2/THAILAND/2001/03244/01,2.090485680696233
DENV1/THAILAND/2013/00485/13,1.9494951409973504
DENV4/THAILAND/2009/01559/09,1.9207364785809702
DENV4/THAILAND/1999/05538/99,1.8566977470443118
DENV2/THAILAND/2004/00617/04,1.8545548992047998
DENV1/THAILAND/2014/00725/14,1.8200328095371838
DENV1/THAILAND/2010/01327/10,1.8052364689344789
DENV1/THAILAND/1998/06810/98,1.8040199576492653
DENV1/THAILAND/2011/01450/11,1.7671249027273115
DENV1/THAILAND/2006/02340/06,1.7580177391833243
DENV2/THAILAND/2012/01113/12,1.7437521232422706
DENV1/THAILAND/2011/01392/11,1.7210969040871342
DENV1/THAILAND/1999/03739/99,1.707079070042231
DENV1/THAILAND/2013/00343/13,1.6975639515564476
DENV4/THAILAND/2011/00257/11,1.6735787252299412
DENV1/THAILAND/2010/00792/10,1.661744256874989
DENV2/THAILAND/2002/02934/02,1.6428294532901642
DENV1/THAILAND/2006/01932/06,1.6413724806709247
DENV4/THAILAND/2014/00214/14,1.637266050150831
DENV4/THAILAND/2002/01222/02,1.625014760308347
DENV1/THAILAND/2010/01518/10,1.6217066186278726
DENV3/THAILAND/1995/00780/95,1.6172623353158677
DENV2/THAILAND/1994/01414/94,1.6035892355540828
DENV1/THAILAND/2011/00577/11,1.5767868875362643
DENV3/THAILAND/2006/02121/06,1.5475950916978256
DENV4/THAILAND/2010/01270/10,1.546637701643161
DENV2/THAILAND/2000/05855/00,1.528909870911159
DENV2/THAILAND/2005/01574/05,1.5146804684109705
DENV1/THAILAND/2012/00829/12,1.5117608760927699
DENV3/THAILAND/1995/01658/95,1.5007395310492133
DENV2/THAILAND/2002/02678/02,1.499130977837356
DENV1/THAILAND/1996/00942/96,1.4943560674359762
DENV3/THAILAND/2010/01601/10,1.4739877443689147
DENV2/THAILAND/2006/00127/06,1.4714001009353832
DENV4/THAILAND/2011/00251/11,1.451461882417405
DENV2/THAILAND/2010/00791/10,1.4512805282473504
DENV4/THAILAND/2013/01012/13,1.4507554364347455
DENV3/THAILAND/2000/02080/00,1.4203942344423852
DENV3/THAILAND/2011/00323/11,1.4125807964238166
DENV2/THAILAND/1998/06160/98,1.410437032184852
DENV3/THAILAND/2010/01575/10,1.4082716013239434
DENV3/THAILAND/2006/01375/06,1.3856025763505728
DENV2/THAILAND/2006/00444/06,1.374534475166535
DENV4/THAILAND/2010/00249/10,1.3659537735807796
DENV2/THAILAND/1995/00976/95,1.3619862252604626
DENV3/THAILAND/2002/00767/02,1.3466192500130156
DENV3/THAILAND/2009/01231/09,1.3346092520658626
DENV2/THAILAND/1996/00024/96,1.3271725929518021
DENV1/THAILAND/1994/00532/94,1.317590348298769
DENV3/THAILAND/1994/00128/94,1.3057823330002343
DENV4/THAILAND/2001/05386/01,1.3036011581358804
DENV4/THAILAND/2012/00637/12,1.2953401676927552
DENV1/THAILAND/2012/01133/12,1.2931389606449577
DENV4/THAILAND/2010/01677/10,1.2873634497040474
DENV3/THAILAND/2000/02242/00,1.2828350616789228
DENV1/THAILAND/2011/00330/11,1.2622456460619245
DENV2/THAILAND/2007/02071/07,1.2615247543399077
DENV1/THAILAND/2004/00088/04,1.23428285097279
