featureType,protein_name,dataset,lower,Median,upper
aasub,1,test_rmse,0.7016849999999999,0.71195,0.7215725
aasub,1,train_rmse,0.7034475,0.7044999999999999,0.7057
aasub,10,test_rmse,0.7044174999999999,0.71365,0.7231924999999999
aasub,10,train_rmse,0.705595,0.7067,0.7077
aasub,100,test_rmse,0.7110424999999999,0.72025,0.73002
aasub,100,train_rmse,0.712,0.71315,0.7141525
aasub,101,test_rmse,0.6996,0.7102999999999999,0.7193825
aasub,101,train_rmse,0.7014474999999999,0.7024999999999999,0.7036525
aasub,102,test_rmse,0.7032474999999999,0.7132499999999999,0.7225925
aasub,102,train_rmse,0.7047475000000001,0.7058,0.7069
aasub,103,test_rmse,0.7105899999999999,0.7198,0.7299724999999999
aasub,103,train_rmse,0.7116,0.7127,0.7137525
aasub,104,test_rmse,0.70459,0.7138,0.7227649999999999
aasub,104,train_rmse,0.7051425,0.7061,0.7071
aasub,105,test_rmse,0.7028325,0.71215,0.7213099999999999
aasub,105,train_rmse,0.7037,0.70475,0.7058
aasub,106,test_rmse,0.7058424999999999,0.71515,0.7247524999999999
aasub,106,train_rmse,0.7063474999999999,0.7073999999999999,0.7084999999999999
aasub,107,test_rmse,0.7090799999999999,0.7182999999999999,0.7292099999999999
aasub,107,train_rmse,0.7102949999999999,0.7114999999999999,0.7125524999999999
aasub,108,test_rmse,0.7078374999999999,0.718,0.72753
aasub,108,train_rmse,0.709495,0.7106,0.7117
aasub,109,test_rmse,0.709695,0.71855,0.7291525
aasub,109,train_rmse,0.7105475,0.7117,0.7127
aasub,11,test_rmse,0.7047475000000001,0.7141,0.7230874999999999
aasub,11,train_rmse,0.7059,0.7069,0.7079
aasub,110,test_rmse,0.701695,0.7118,0.7219724999999999
aasub,110,train_rmse,0.7032949999999999,0.7043999999999999,0.7056
aasub,111,test_rmse,0.7137274999999998,0.7232,0.73252
aasub,111,train_rmse,0.7145474999999999,0.7156,0.7166524999999999
aasub,112,test_rmse,0.7011275,0.71215,0.721305
