serum,potency
DENV4/THAILAND/2000/02021/00,2.4331073804614025
DENV1/THAILAND/2001/04774/01,2.341238817130421
DENV2/THAILAND/2006/02337/06,2.2339801467843214
DENV2/THAILAND/2007/00511/07,2.0766723189681433
DENV2/THAILAND/2001/03244/01,2.061313943611491
DENV1/THAILAND/2013/00485/13,1.9703776102174158
DENV4/THAILAND/2009/01559/09,1.883476162159912
DENV2/THAILAND/2004/00617/04,1.8660174856365077
DENV4/THAILAND/1999/05538/99,1.8630393871983035
DENV1/THAILAND/1998/06810/98,1.8512146727152476
DENV1/THAILAND/2014/00725/14,1.8421236680912005
DENV1/THAILAND/2010/01327/10,1.8204537610007647
DENV2/THAILAND/2012/01113/12,1.7711372877657483
DENV1/THAILAND/2006/02340/06,1.7694003885341385
DENV1/THAILAND/1999/03739/99,1.76576355155765
DENV1/THAILAND/2011/01450/11,1.7618828380936389
DENV1/THAILAND/2011/01392/11,1.715578930152925
DENV1/THAILAND/2010/00792/10,1.6708954108182354
DENV4/THAILAND/2011/00257/11,1.6492958661564323
DENV3/THAILAND/1995/00780/95,1.6471790488598055
DENV4/THAILAND/2014/00214/14,1.645079353232689
DENV1/THAILAND/2006/01932/06,1.641746974547636
DENV1/THAILAND/2013/00343/13,1.6323203729661597
DENV2/THAILAND/2002/02934/02,1.6183157690237489
DENV2/THAILAND/1994/01414/94,1.616214373046343
DENV1/THAILAND/2010/01518/10,1.6159200729178889
DENV2/THAILAND/2000/05855/00,1.585548765162337
DENV4/THAILAND/2002/01222/02,1.5698028696322892
DENV1/THAILAND/2011/00577/11,1.5608667389414121
DENV1/THAILAND/2012/00829/12,1.546313618397617
DENV3/THAILAND/2010/01601/10,1.536965751096131
DENV3/THAILAND/1995/01658/95,1.5245499804017872
DENV2/THAILAND/2002/02678/02,1.5000408315710991
DENV3/THAILAND/2010/01575/10,1.4966468934858395
DENV2/THAILAND/2006/00127/06,1.4916787720083637
DENV2/THAILAND/2005/01574/05,1.4895054129035956
DENV2/THAILAND/2010/00791/10,1.4858385748033296
DENV1/THAILAND/1996/00942/96,1.480274825874288
DENV4/THAILAND/2010/01270/10,1.479319026954706
DENV3/THAILAND/2006/02121/06,1.4703297922326006
DENV4/THAILAND/2011/00251/11,1.4298218859594338
DENV3/THAILAND/2000/02080/00,1.4200775410982531
DENV2/THAILAND/1998/06160/98,1.411964418300917
DENV4/THAILAND/2013/01012/13,1.4119015807046138
DENV3/THAILAND/2011/00323/11,1.411463792521047
DENV3/THAILAND/2006/01375/06,1.3825055914994524
DENV3/THAILAND/2002/00767/02,1.3789921117316204
DENV2/THAILAND/1995/00976/95,1.3666506272944021
DENV4/THAILAND/2010/00249/10,1.3575890545098592
DENV2/THAILAND/2006/00444/06,1.3405736498728882
DENV4/THAILAND/2012/00637/12,1.3375754559211115
DENV3/THAILAND/2000/02242/00,1.3286767586820079
DENV2/THAILAND/1996/00024/96,1.3244819156996512
DENV1/THAILAND/1994/00532/94,1.3149629621112129
DENV4/THAILAND/2001/05386/01,1.314759992209861
DENV4/THAILAND/2010/01677/10,1.293213863875169
DENV3/THAILAND/2009/01231/09,1.291813207799568
DENV1/THAILAND/2011/00330/11,1.2689209383195257
DENV3/THAILAND/2011/01278/11,1.2682045305479916
DENV2/THAILAND/2007/02071/07,1.2655777552290888
DENV2/THAILAND/2000/05529/00,1.265272717979412
DENV1/THAILAND/2014/00444/14,1.257346258882671
DENV1/THAILAND/2012/01133/12,1.2527049181597083
DENV1/THAILAND/2004/01420/04,1.247326085745594
DENV1/THAILAND/2004/00088/04,1.2444656069731612
DENV3/THAILAND/1994/00128/94,1.2342117485370494
DENV2/THAILAND/2001/03693/01,1.2223470518748911
DENV2/THAILAND/2013/00696/13,1.1978786521292395
DENV2/THAILAND/2002/01050/02,1.18561019676013
DENV1/THAILAND/1998/00141/98,1.1754916218458271
DENV4/THAILAND/2008/00471/08,1.1734584377605122
DENV1/THAILAND/2006/01448/06,1.1681065001835564
DENV2/THAILAND/2012/01090/12,1.1659018997590822
DENV4/THAILAND/2001/04134/01,1.164888057289304
DENV2/THAILAND/2004/00159/04,1.1613675613154177
DENV2/THAILAND/1994/00327/94,1.1590256544285318
DENV4/THAILAND/2006/01881/06,1.15406891679859
DENV1/THAILAND/2004/00975/04,1.1531697104735166
DENV3/THAILAND/2006/01128/06,1.1354127930329725
DENV1/THAILAND/2007/01479/07,1.1334819007589627
DENV4/THAILAND/2006/00356/06,1.1283909518462154
DENV4/THAILAND/2010/00780/10,1.1211233065066684
DENV2/THAILAND/2010/01549/10,1.1144270476449363
DENV3/THAILAND/1998/00596/98,1.114301187293565
DENV3/THAILAND/1995/00247/95,1.1125636241079995
DENV3/THAILAND/2011/01035/11,1.1029166152942238
DENV2/THAILAND/1994/00523/94,1.098080040056028
DENV2/THAILAND/1996/02561/96,1.0930789237023624
DENV2/THAILAND/2011/00322/11,1.0904432022993125
DENV1/THAILAND/2006/02509/06,1.0898773050161823
DENV4/THAILAND/2009/01432/09,1.08385974493691
DENV4/THAILAND/2013/00691/13,1.0814651172436789
DENV2/THAILAND/1996/01163/96,1.0577042085770592
DENV2/THAILAND/2000/05512/00,1.0452592754452676
DENV1/THAILAND/2006/00371/06,1.0228954652118127
DENV2/THAILAND/2005/01495/05,1.012413368145866
DENV3/THAILAND/2002/02173/02,1.002862426720682
DENV4/THAILAND/2007/00504/07,1.0009798838129262
DENV3/THAILAND/2004/01144/04,1.0008137276763494
DENV3/THAILAND/2006/02784/06,0.9947061195904555
DENV1/THAILAND/2006/00113/06,0.9940412393654863
DENV3/THAILAND/2000/05443/00,0.993231562851854
DENV2/THAILAND/2000/01754/00,0.973095615286712
DENV1/THAILAND/1995/00410/95,0.9723630575186124
DENV2/THAILAND/1995/00775/95,0.9692017856537569
DENV4/THAILAND/2006/02540/06,0.9645168538062542
DENV1/THAILAND/1997/02080/97,0.9563225832070997
DENV1/THAILAND/2005/00743/05,0.9557566400303716
DENV1/THAILAND/1997/02588/97,0.9498541436141816
DENV4/THAILAND/2007/01991/07,0.9447918808073751
DENV3/THAILAND/2002/00145/02,0.9426600174845015
DENV4/THAILAND/2007/01101/07,0.9404099393432043
DENV2/THAILAND/2014/00740/14,0.9270053689283931
DENV1/THAILAND/2014/00485/14,0.9254018473166287
DENV2/THAILAND/2013/00058/13,0.922443070257413
DENV4/THAILAND/2007/02392/07,0.9205047214309349
DENV1/THAILAND/2006/02193/06,0.9151335046092763
DENV4/THAILAND/2012/01104/12,0.9055312385899338
DENV2/THAILAND/1998/00309/98,0.9030972701029795
DENV1/THAILAND/2013/00297/13,0.9020949241112944
DENV2/THAILAND/1995/01800/95,0.8916588433648078
DENV3/THAILAND/2001/03291/01,0.889192910607101
DENV1/THAILAND/2005/01040/05,0.8884826832807311
DENV2/THAILAND/1998/04648/98,0.871952160696552
DENV1/THAILAND/2006/01170/06,0.870563647906872
DENV2/THAILAND/2002/00060/02,0.8674313247546532
DENV4/THAILAND/2001/04094/01,0.8615282616287988
DENV1/THAILAND/1994/00817/94,0.8572233465034617
DENV3/THAILAND/2002/00104/02,0.8552444455419944
DENV4/THAILAND/1999/04390/99,0.8473795516435739
DENV3/THAILAND/2001/06503/01,0.8392450856241958
DENV4/THAILAND/1995/00036/95,0.8371560316950394
DENV3/THAILAND/2000/05499/00,0.8242776453741759
DENV2/THAILAND/2000/06013/00,0.8206578111778131
DENV3/THAILAND/1995/01296/95,0.8111874864767219
DENV3/THAILAND/2001/00984/01,0.8046722609081414
DENV4/THAILAND/2007/01840/07,0.7825718574728002
DENV3/THAILAND/2012/00608/12,0.773179881281028
DENV4/THAILAND/2010/01513/10,0.7722457111489057
DENV3/THAILAND/2008/01398/08,0.7685567125560754
DENV3/THAILAND/2000/05815/00,0.7598823264440139
DENV1/THAILAND/2014/00554/14,0.7580496682011172
DENV2/THAILAND/2010/01066/10,0.7568395498574372
DENV3/THAILAND/2006/00018/06,0.7553385139384131
DENV2/THAILAND/2000/00342/00,0.749058616841751
DENV4/THAILAND/1996/01129/96,0.7483987607617736
DENV4/THAILAND/2012/00112/12,0.7432276068328217
DENV3/THAILAND/1994/01311/94,0.7377114359900697
DENV3/THAILAND/2014/00739/14,0.7367122296594805
DENV2/THAILAND/1999/04177/99,0.7266265852092011
DENV3/THAILAND/1996/01528/96,0.7135095886333378
DENV2/THAILAND/1994/00126/94,0.7131452434684097
DENV1/THAILAND/2006/02050/06,0.7123212511067688
DENV4/THAILAND/1994/00329/94,0.7069573581689046
