serum,potency
DENV4/THAILAND/2000/02021/00,2.387477786958496
DENV1/THAILAND/2001/04774/01,2.306334311808037
DENV2/THAILAND/2006/02337/06,2.274656366824038
DENV2/THAILAND/2007/00511/07,2.111435308516871
DENV2/THAILAND/2001/03244/01,2.0935164589527377
DENV1/THAILAND/2013/00485/13,1.9546177381930574
DENV2/THAILAND/2004/00617/04,1.886081490204684
DENV4/THAILAND/2009/01559/09,1.8730725445762373
DENV1/THAILAND/2014/00725/14,1.8638195659549022
DENV4/THAILAND/1999/05538/99,1.8589826356301133
DENV1/THAILAND/2010/01327/10,1.7911355465017462
DENV1/THAILAND/1998/06810/98,1.7855617111046258
DENV1/THAILAND/2006/02340/06,1.7766777872365072
DENV1/THAILAND/2011/01450/11,1.7565890451147617
DENV2/THAILAND/2012/01113/12,1.7555352217880584
DENV1/THAILAND/2011/01392/11,1.7190983381085045
DENV1/THAILAND/1999/03739/99,1.7176580478709955
DENV4/THAILAND/2011/00257/11,1.715484430176193
DENV3/THAILAND/1995/00780/95,1.6786428213877984
DENV1/THAILAND/2010/00792/10,1.6745116989195585
DENV4/THAILAND/2014/00214/14,1.638196653447871
DENV1/THAILAND/2006/01932/06,1.6322586565258883
DENV1/THAILAND/2010/01518/10,1.624587718268584
DENV2/THAILAND/2002/02934/02,1.6179796549103134
DENV2/THAILAND/1994/01414/94,1.6136523250644836
DENV1/THAILAND/2013/00343/13,1.6035032943333876
DENV4/THAILAND/2002/01222/02,1.5872775713085945
DENV1/THAILAND/2011/00577/11,1.5727507016460134
DENV3/THAILAND/1995/01658/95,1.5356076941703105
DENV1/THAILAND/2012/00829/12,1.5256042112720303
DENV2/THAILAND/2010/00791/10,1.5217917297026602
DENV4/THAILAND/2010/01270/10,1.516217969730807
DENV2/THAILAND/2005/01574/05,1.5128235668600374
DENV1/THAILAND/1996/00942/96,1.5105497361416684
DENV2/THAILAND/2000/05855/00,1.509594634497442
DENV2/THAILAND/2006/00127/06,1.5088455808352068
DENV3/THAILAND/2006/02121/06,1.4946623402889536
DENV3/THAILAND/2010/01601/10,1.488894645316
DENV2/THAILAND/2002/02678/02,1.4832955647089974
DENV4/THAILAND/2013/01012/13,1.4756759353250093
DENV4/THAILAND/2011/00251/11,1.4718374855782903
DENV3/THAILAND/2010/01575/10,1.4437478615692807
DENV2/THAILAND/1998/06160/98,1.4269401093821703
DENV4/THAILAND/2010/00249/10,1.3928097306100762
DENV3/THAILAND/2002/00767/02,1.3888189707760041
DENV3/THAILAND/2011/00323/11,1.3745408869846079
DENV2/THAILAND/2006/00444/06,1.3731990743162201
DENV3/THAILAND/2000/02080/00,1.3724342000823349
DENV2/THAILAND/1995/00976/95,1.3675456379412465
DENV3/THAILAND/2006/01375/06,1.3551523475892722
DENV4/THAILAND/2001/05386/01,1.3470498316669388
DENV1/THAILAND/1994/00532/94,1.339574801813273
DENV2/THAILAND/1996/00024/96,1.3376267766480197
DENV4/THAILAND/2012/00637/12,1.3284894910538525
DENV3/THAILAND/2009/01231/09,1.2852816839114631
DENV3/THAILAND/1994/00128/94,1.2843578028160287
DENV3/THAILAND/2000/02242/00,1.2766425348728236
DENV4/THAILAND/2010/01677/10,1.254162555704786
DENV1/THAILAND/2012/01133/12,1.2520193330498377
DENV1/THAILAND/2004/00088/04,1.2506832562639951
DENV2/THAILAND/2007/02071/07,1.2458584409677995
DENV1/THAILAND/2011/00330/11,1.2415899316615224
DENV4/THAILAND/2008/00471/08,1.2386143395459233
DENV1/THAILAND/2004/01420/04,1.2305867398235857
DENV2/THAILAND/2000/05529/00,1.2278052502750194
DENV2/THAILAND/2001/03693/01,1.2115499111125605
DENV2/THAILAND/2002/01050/02,1.2097639686266282
DENV1/THAILAND/2014/00444/14,1.209753633054232
DENV3/THAILAND/2011/01278/11,1.1922863187437958
DENV4/THAILAND/2006/00356/06,1.1872758951812996
DENV1/THAILAND/2004/00975/04,1.1825317759671665
DENV2/THAILAND/2013/00696/13,1.181034119034234
DENV1/THAILAND/1998/00141/98,1.1709635255925468
DENV4/THAILAND/2010/00780/10,1.1643966852060739
DENV4/THAILAND/2001/04134/01,1.1631974218468972
DENV2/THAILAND/2010/01549/10,1.157588522010683
DENV2/THAILAND/2004/00159/04,1.1567651501751048
DENV3/THAILAND/1995/00247/95,1.1532334434871154
DENV2/THAILAND/2012/01090/12,1.1529378123253653
DENV2/THAILAND/1994/00327/94,1.1412213785396672
DENV1/THAILAND/2006/01448/06,1.1399752631262512
DENV1/THAILAND/2007/01479/07,1.1385131423442996
DENV3/THAILAND/2006/01128/06,1.1200296447979559
DENV4/THAILAND/2009/01432/09,1.1165066967379866
DENV4/THAILAND/2006/01881/06,1.116036442639611
DENV1/THAILAND/2006/02509/06,1.111747983067341
DENV3/THAILAND/2011/01035/11,1.111039957142881
DENV2/THAILAND/1994/00523/94,1.109878942561823
DENV2/THAILAND/1996/02561/96,1.1087016182202294
DENV2/THAILAND/2011/00322/11,1.1006131471761083
DENV4/THAILAND/2013/00691/13,1.0897047025319337
DENV2/THAILAND/1996/01163/96,1.084158512767888
DENV1/THAILAND/2006/00371/06,1.0554302493266168
