virus,avidity
DENV4/THAILAND/2000/02021/00,2.460720707392019
DENV1/THAILAND/2001/04774/01,2.374632343004717
DENV2/THAILAND/2006/02337/06,2.2800111835650774
DENV2/THAILAND/2007/00511/07,2.126800368766355
DENV2/THAILAND/2001/03244/01,2.125134052704161
DENV1/THAILAND/2013/00485/13,2.0078076968357
DENV4/THAILAND/1999/05538/99,1.9889140358805517
DENV4/THAILAND/2009/01559/09,1.9408633561292077
DENV2/THAILAND/2004/00617/04,1.9232961406618343
DENV1/THAILAND/2014/00725/14,1.8520395101676357
DENV1/THAILAND/2010/01327/10,1.8467251973867989
DENV1/THAILAND/1998/06810/98,1.8349847325926472
DENV3/THAILAND/1995/00780/95,1.8333762276963907
DENV1/THAILAND/2006/02340/06,1.812277846214878
DENV1/THAILAND/1999/03739/99,1.8119011068506914
DENV1/THAILAND/2011/01450/11,1.7883258929295518
DENV2/THAILAND/2012/01113/12,1.763595533550892
DENV1/THAILAND/2011/01392/11,1.7471052833071254
DENV4/THAILAND/2011/00257/11,1.7095989616752278
DENV3/THAILAND/2010/01601/10,1.7040838726912984
DENV1/THAILAND/2010/00792/10,1.6966763576986055
DENV3/THAILAND/1995/01658/95,1.6904194044455432
DENV4/THAILAND/2014/00214/14,1.6708343221566646
DENV2/THAILAND/2002/02934/02,1.67058419626273
DENV1/THAILAND/2010/01518/10,1.6575277613141208
DENV2/THAILAND/1994/01414/94,1.6567282217795183
DENV4/THAILAND/2002/01222/02,1.6524239680031283
DENV1/THAILAND/2006/01932/06,1.6464756118620774
DENV1/THAILAND/2013/00343/13,1.6350579208052198
DENV4/THAILAND/2010/01270/10,1.629170505932785
DENV1/THAILAND/2011/00577/11,1.6057541834331877
DENV3/THAILAND/2010/01575/10,1.5979612220750363
DENV1/THAILAND/2012/00829/12,1.5837140230587008
DENV3/THAILAND/2006/02121/06,1.5618980932072037
DENV1/THAILAND/1996/00942/96,1.5568698187715124
DENV2/THAILAND/2005/01574/05,1.556034021130406
DENV2/THAILAND/2002/02678/02,1.539436335945647
DENV2/THAILAND/2010/00791/10,1.529596783168271
DENV3/THAILAND/2002/00767/02,1.523073008008731
DENV2/THAILAND/2000/05855/00,1.5105170322773964
DENV2/THAILAND/2006/00127/06,1.5043031193954064
DENV4/THAILAND/2011/00251/11,1.4883178437385738
DENV4/THAILAND/2010/00249/10,1.4809895513721816
DENV3/THAILAND/2009/01231/09,1.4734807270211312
DENV4/THAILAND/2013/01012/13,1.4522234947814772
DENV3/THAILAND/2000/02080/00,1.443254293669949
DENV2/THAILAND/1998/06160/98,1.4290770456795197
DENV3/THAILAND/2006/01375/06,1.4106497648927308
DENV2/THAILAND/2006/00444/06,1.4093333890689488
DENV3/THAILAND/2011/01278/11,1.4048649637784572
DENV3/THAILAND/2011/00323/11,1.4036377245804894
DENV2/THAILAND/1995/00976/95,1.397660405848331
DENV1/THAILAND/1994/00532/94,1.3868859738357058
DENV4/THAILAND/2001/05386/01,1.379889283385082
DENV4/THAILAND/2012/00637/12,1.374472280068465
DENV2/THAILAND/1996/00024/96,1.3564845235085
DENV3/THAILAND/2000/02242/00,1.3429102079236852
DENV3/THAILAND/1994/00128/94,1.3423279737205918
DENV4/THAILAND/2010/01677/10,1.3312752384267281
DENV1/THAILAND/2004/01420/04,1.3005207918964754
DENV1/THAILAND/2004/00088/04,1.297908968245243
DENV2/THAILAND/2007/02071/07,1.2877623783459229
DENV1/THAILAND/2012/01133/12,1.283789476480405
DENV1/THAILAND/2011/00330/11,1.277299091644613
DENV3/THAILAND/2006/01128/06,1.2737758138387434
DENV4/THAILAND/2008/00471/08,1.273311475893963
DENV2/THAILAND/2012/01090/12,1.2712663486607232
DENV3/THAILAND/1995/00247/95,1.261302534061135
DENV4/THAILAND/2006/00356/06,1.2601403433136593
DENV3/THAILAND/2000/05443/00,1.2512468078515393
DENV2/THAILAND/2001/03693/01,1.2428007286753064
DENV1/THAILAND/2014/00444/14,1.242417240950037
DENV2/THAILAND/2000/05529/00,1.2371142904037757
DENV1/THAILAND/2006/01448/06,1.2239565621183484
DENV1/THAILAND/1998/00141/98,1.2206512473908893
DENV4/THAILAND/1995/00036/95,1.2197004816731087
DENV4/THAILAND/2001/04134/01,1.2133448551438064
DENV2/THAILAND/2013/00696/13,1.205848394920239
DENV2/THAILAND/2002/01050/02,1.2002581123700469
DENV3/THAILAND/2011/01035/11,1.2000987286043951
DENV1/THAILAND/2004/00975/04,1.194303258002727
DENV1/THAILAND/2007/01479/07,1.1853901728330547
DENV4/THAILAND/2010/00780/10,1.1748562679690542
DENV2/THAILAND/2004/00159/04,1.172590359721068
