virus,avidity
DENV4/THAILAND/2000/02021/00,2.442826410295774
DENV1/THAILAND/2001/04774/01,2.3688815399635508
DENV2/THAILAND/2006/02337/06,2.266045656489037
DENV2/THAILAND/2001/03244/01,2.114337665975578
DENV2/THAILAND/2007/00511/07,2.1133552599221606
DENV4/THAILAND/1999/05538/99,2.0059759654474516
DENV1/THAILAND/2013/00485/13,1.9983157137976082
DENV4/THAILAND/2009/01559/09,1.9060242481107892
DENV2/THAILAND/2004/00617/04,1.9034715206942854
DENV1/THAILAND/2014/00725/14,1.8999846533714808
DENV1/THAILAND/1998/06810/98,1.869402460322211
DENV1/THAILAND/2010/01327/10,1.8657390058636731
DENV2/THAILAND/2012/01113/12,1.8081309750320043
DENV1/THAILAND/1999/03739/99,1.8036885289408233
DENV1/THAILAND/2006/02340/06,1.7979392175695819
DENV3/THAILAND/1995/00780/95,1.7900913032221166
DENV1/THAILAND/2011/01450/11,1.787048827529377
DENV3/THAILAND/1995/01658/95,1.7744773337280948
DENV1/THAILAND/2011/01392/11,1.7524533883666296
DENV1/THAILAND/2010/00792/10,1.7223220906381749
DENV4/THAILAND/2011/00257/11,1.7171173485736606
DENV1/THAILAND/2013/00343/13,1.715786256836674
DENV3/THAILAND/2010/01601/10,1.699737014380171
DENV1/THAILAND/2006/01932/06,1.6668032057480733
DENV4/THAILAND/2014/00214/14,1.6514250442780882
DENV4/THAILAND/2010/01270/10,1.6471657423548616
DENV1/THAILAND/2010/01518/10,1.6470772157646973
DENV2/THAILAND/2002/02934/02,1.6393132308889127
DENV4/THAILAND/2002/01222/02,1.6280640207376667
DENV2/THAILAND/1994/01414/94,1.6255270789306535
DENV1/THAILAND/2011/00577/11,1.5892142423485023
DENV3/THAILAND/2010/01575/10,1.5696638903961753
DENV1/THAILAND/2012/00829/12,1.5589984658044862
DENV2/THAILAND/2000/05855/00,1.5481084657373005
DENV2/THAILAND/2002/02678/02,1.5330418372571455
DENV2/THAILAND/2005/01574/05,1.5257250140530856
DENV3/THAILAND/2002/00767/02,1.520350641114953
DENV4/THAILAND/2010/00249/10,1.4989553768590391
DENV2/THAILAND/2010/00791/10,1.4987758209855084
DENV1/THAILAND/1996/00942/96,1.4793107582070437
DENV4/THAILAND/2011/00251/11,1.4773402751754354
DENV3/THAILAND/2006/02121/06,1.4704293882615098
DENV2/THAILAND/2006/00127/06,1.4695710159839872
DENV3/THAILAND/2000/02080/00,1.4290154454994328
DENV4/THAILAND/2013/01012/13,1.4253635880335382
DENV2/THAILAND/2006/00444/06,1.4181499251932523
DENV3/THAILAND/2011/01278/11,1.4178545866415795
DENV2/THAILAND/1998/06160/98,1.4120688062009983
DENV1/THAILAND/1994/00532/94,1.4027080317678038
DENV3/THAILAND/2011/00323/11,1.3946800599059002
DENV4/THAILAND/2001/05386/01,1.38530656414537
DENV3/THAILAND/2006/01375/06,1.3832357867050686
DENV2/THAILAND/1995/00976/95,1.3831028371456875
DENV3/THAILAND/2009/01231/09,1.380952189056707
DENV2/THAILAND/1996/00024/96,1.374764980665246
DENV4/THAILAND/2012/00637/12,1.3591925936796287
